x0 [m]	y0 [m]	x1 [m]	y1 [m]
3.09524e-10	6.01449e-10	1.68841e-09	1.64596e-10
2.53623e-10	8.41615e-10	1.83747e-09	3.57143e-10
3.63354e-10	1.01139e-09	1.7795e-09	5.80745e-10
3.03313e-10	1.23292e-09	1.69255e-09	8.147e-10
4.4617e-10	1.41511e-09	1.63251e-09	1.04037e-09
3.71636e-10	1.64286e-09	1.76501e-09	1.21636e-09
6.96687e-10	1.76087e-09	1.70083e-09	1.45031e-09
1.02795e-09	1.86439e-09	1.82712e-09	1.63665e-09
